"Values","Freq","category","state"
"Government - Hospital District or Authority",0.333333333333333,"Ownership","OK"
"Government - Local",0.0333333333333333,"Ownership","OK"
"Government - State",0,"Ownership","OK"
"Physician",0.133333333333333,"Ownership","OK"
"Proprietary",0.233333333333333,"Ownership","OK"
"Tribal",0.0333333333333333,"Ownership","OK"
"Voluntary non-profit - Church",0.0333333333333333,"Ownership","OK"
"Voluntary non-profit - Other",0.0333333333333333,"Ownership","OK"
"Voluntary non-profit - Private",0.166666666666667,"Ownership","OK"
"1",0,"Overall_rating","OK"
"2",0.0333333333333333,"Overall_rating","OK"
"3",0.133333333333333,"Overall_rating","OK"
"4",0.233333333333333,"Overall_rating","OK"
"5",0.0666666666666667,"Overall_rating","OK"
"Not Available",0.533333333333333,"Overall_rating","OK"
"Above the national average",0,"Mortality","OK"
"Below the national average",0,"Mortality","OK"
"Not Available",0.733333333333333,"Mortality","OK"
"Same as the national average",0.266666666666667,"Mortality","OK"
"Above the national average",0.1,"Safety_of_care","OK"
"Below the national average",0.0333333333333333,"Safety_of_care","OK"
"Not Available",0.866666666666667,"Safety_of_care","OK"
"Same as the national average",0,"Safety_of_care","OK"
"Above the national average",0.166666666666667,"Readmission","OK"
"Below the national average",0.0666666666666667,"Readmission","OK"
"Not Available",0.566666666666667,"Readmission","OK"
"Same as the national average",0.2,"Readmission","OK"
"Above the national average",0.266666666666667,"Patient_experience","OK"
"Below the national average",0,"Patient_experience","OK"
"Not Available",0.633333333333333,"Patient_experience","OK"
"Same as the national average",0.1,"Patient_experience","OK"
"Above the national average",0,"Effectiveness_of_Care","OK"
"Below the national average",0.0666666666666667,"Effectiveness_of_Care","OK"
"Not Available",0.4,"Effectiveness_of_Care","OK"
"Same as the national average",0.533333333333333,"Effectiveness_of_Care","OK"
"Above the national average",0.3,"Timeliness_of_Care","OK"
"Below the national average",0.0333333333333333,"Timeliness_of_Care","OK"
"Not Available",0.4,"Timeliness_of_Care","OK"
"Same as the national average",0.266666666666667,"Timeliness_of_Care","OK"
"Above the national average",0,"Medical_imaging","OK"
"Below the national average",0.0333333333333333,"Medical_imaging","OK"
"Not Available",0.8,"Medical_imaging","OK"
"Same as the national average",0.166666666666667,"Medical_imaging","OK"
"Acute Care Hospitals",0.35,"Type","OR"
"Childrens",0.05,"Type","OR"
"Critical Access Hospitals",0.6,"Type","OR"
"Government - Federal",0,"Ownership","OR"
"Government - Hospital District or Authority",0.15,"Ownership","OR"
"Government - Local",0.05,"Ownership","OR"
"Government - State",0,"Ownership","OR"
"Physician",0,"Ownership","OR"
"Proprietary",0.05,"Ownership","OR"
"Tribal",0,"Ownership","OR"
"Voluntary non-profit - Church",0.25,"Ownership","OR"
"Voluntary non-profit - Other",0.05,"Ownership","OR"
"Voluntary non-profit - Private",0.45,"Ownership","OR"
"1",0,"Overall_rating","OR"
"2",0.1,"Overall_rating","OR"
"3",0.3,"Overall_rating","OR"
"4",0.35,"Overall_rating","OR"
"5",0.1,"Overall_rating","OR"
"Not Available",0.15,"Overall_rating","OR"
"Above the national average",0,"Mortality","OR"
"Below the national average",0,"Mortality","OR"
"Not Available",0.3,"Mortality","OR"
"Same as the national average",0.7,"Mortality","OR"
"Above the national average",0.25,"Safety_of_care","OR"
"Below the national average",0,"Safety_of_care","OR"
"Not Available",0.75,"Safety_of_care","OR"
"Same as the national average",0,"Safety_of_care","OR"
"Above the national average",0.35,"Readmission","OR"
"Below the national average",0.2,"Readmission","OR"
"Not Available",0.1,"Readmission","OR"
"Same as the national average",0.35,"Readmission","OR"
"Above the national average",0.45,"Patient_experience","OR"
"Below the national average",0.05,"Patient_experience","OR"
"Not Available",0.25,"Patient_experience","OR"
"Same as the national average",0.25,"Patient_experience","OR"
"Above the national average",0,"Effectiveness_of_Care","OR"
"Below the national average",0,"Effectiveness_of_Care","OR"
"Not Available",0.25,"Effectiveness_of_Care","OR"
"Same as the national average",0.75,"Effectiveness_of_Care","OR"
"Above the national average",0.3,"Timeliness_of_Care","OR"
"Below the national average",0.1,"Timeliness_of_Care","OR"
"Not Available",0.2,"Timeliness_of_Care","OR"
"Same as the national average",0.4,"Timeliness_of_Care","OR"
"Above the national average",0,"Medical_imaging","OR"
"Below the national average",0.05,"Medical_imaging","OR"
"Not Available",0.65,"Medical_imaging","OR"
"Same as the national average",0.3,"Medical_imaging","OR"
"Acute Care Hospitals",0.653846153846154,"Type","PA"
"Childrens",0,"Type","PA"
"Critical Access Hospitals",0.346153846153846,"Type","PA"
"Government - Federal",0,"Ownership","PA"
"Government - Hospital District or Authority",0,"Ownership","PA"
"Government - Local",0,"Ownership","PA"
"Government - State",0,"Ownership","PA"
"Physician",0.115384615384615,"Ownership","PA"
"Proprietary",0.230769230769231,"Ownership","PA"
"Tribal",0,"Ownership","PA"
"Voluntary non-profit - Church",0,"Ownership","PA"
"Voluntary non-profit - Other",0.115384615384615,"Ownership","PA"
"Voluntary non-profit - Private",0.538461538461538,"Ownership","PA"
"1",0.0384615384615385,"Overall_rating","PA"
"2",0.0384615384615385,"Overall_rating","PA"
"3",0.461538461538462,"Overall_rating","PA"
"4",0.0769230769230769,"Overall_rating","PA"
"5",0.0384615384615385,"Overall_rating","PA"
"Not Available",0.346153846153846,"Overall_rating","PA"
"Above the national average",0,"Mortality","PA"
"Below the national average",0,"Mortality","PA"
"Not Available",0.384615384615385,"Mortality","PA"
"Same as the national average",0.615384615384615,"Mortality","PA"
"Above the national average",0.115384615384615,"Safety_of_care","PA"
"Below the national average",0.0384615384615385,"Safety_of_care","PA"
"Not Available",0.769230769230769,"Safety_of_care","PA"
"Same as the national average",0.0769230769230769,"Safety_of_care","PA"
"Above the national average",0.153846153846154,"Readmission","PA"
"Below the national average",0.346153846153846,"Readmission","PA"
"Not Available",0.346153846153846,"Readmission","PA"
"Same as the national average",0.153846153846154,"Readmission","PA"
"Above the national average",0.423076923076923,"Patient_experience","PA"
"Below the national average",0.115384615384615,"Patient_experience","PA"
"Not Available",0.269230769230769,"Patient_experience","PA"
"Same as the national average",0.192307692307692,"Patient_experience","PA"
"Above the national average",0,"Effectiveness_of_Care","PA"
"Below the national average",0,"Effectiveness_of_Care","PA"
"Not Available",0.230769230769231,"Effectiveness_of_Care","PA"
"Same as the national average",0.769230769230769,"Effectiveness_of_Care","PA"
"Above the national average",0.269230769230769,"Timeliness_of_Care","PA"
"Below the national average",0.0384615384615385,"Timeliness_of_Care","PA"
"Not Available",0.230769230769231,"Timeliness_of_Care","PA"
"Same as the national average",0.461538461538462,"Timeliness_of_Care","PA"
"Above the national average",0,"Medical_imaging","PA"
"Below the national average",0.0769230769230769,"Medical_imaging","PA"
"Not Available",0.692307692307692,"Medical_imaging","PA"
"Same as the national average",0.230769230769231,"Medical_imaging","PA"
"Acute Care Hospitals",1,"Type","PR"
"Childrens",0,"Type","PR"
"Critical Access Hospitals",0,"Type","PR"
"Government - Federal",0,"Ownership","PR"
"Government - Hospital District or Authority",0,"Ownership","PR"
"Government - Local",0.0666666666666667,"Ownership","PR"
"Government - State",0,"Ownership","PR"
"Physician",0,"Ownership","PR"
"Proprietary",0.466666666666667,"Ownership","PR"
"Tribal",0,"Ownership","PR"
"Voluntary non-profit - Church",0,"Ownership","PR"
"Voluntary non-profit - Other",0.133333333333333,"Ownership","PR"
"Voluntary non-profit - Private",0.333333333333333,"Ownership","PR"
"1",0,"Overall_rating","PR"
"2",0.133333333333333,"Overall_rating","PR"
"3",0,"Overall_rating","PR"
"4",0,"Overall_rating","PR"
"5",0,"Overall_rating","PR"
"Not Available",0.866666666666667,"Overall_rating","PR"
"Above the national average",0,"Mortality","PR"
"Below the national average",0,"Mortality","PR"
"Not Available",0.666666666666667,"Mortality","PR"
"Same as the national average",0.333333333333333,"Mortality","PR"
"Above the national average",0,"Safety_of_care","PR"
"Below the national average",0,"Safety_of_care","PR"
"Not Available",0.933333333333333,"Safety_of_care","PR"
"Same as the national average",0.0666666666666667,"Safety_of_care","PR"
"Above the national average",0,"Readmission","PR"
"Below the national average",0.4,"Readmission","PR"
"Not Available",0.4,"Readmission","PR"
"Same as the national average",0.2,"Readmission","PR"
"Above the national average",0,"Patient_experience","PR"
"Below the national average",0,"Patient_experience","PR"
"Not Available",1,"Patient_experience","PR"
"Same as the national average",0,"Patient_experience","PR"
"Above the national average",0,"Effectiveness_of_Care","PR"
"Below the national average",0,"Effectiveness_of_Care","PR"
"Not Available",1,"Effectiveness_of_Care","PR"
"Same as the national average",0,"Effectiveness_of_Care","PR"
"Above the national average",0,"Timeliness_of_Care","PR"
"Below the national average",0.0666666666666667,"Timeliness_of_Care","PR"
"Not Available",0.933333333333333,"Timeliness_of_Care","PR"
"Same as the national average",0,"Timeliness_of_Care","PR"
"Above the national average",0,"Medical_imaging","PR"
"Below the national average",0,"Medical_imaging","PR"
"Not Available",1,"Medical_imaging","PR"
"Same as the national average",0,"Medical_imaging","PR"
"Acute Care Hospitals",1,"Type","RI"
"Childrens",0,"Type","RI"
"Critical Access Hospitals",0,"Type","RI"
"Government - Federal",0,"Ownership","RI"
"Government - Hospital District or Authority",0,"Ownership","RI"
"Government - Local",0,"Ownership","RI"
"Government - State",0,"Ownership","RI"
"Physician",0,"Ownership","RI"
"Proprietary",0,"Ownership","RI"
"Tribal",0,"Ownership","RI"
"Voluntary non-profit - Church",0,"Ownership","RI"
"Voluntary non-profit - Other",0,"Ownership","RI"
"Voluntary non-profit - Private",1,"Ownership","RI"
"1",1,"Overall_rating","RI"
"2",0,"Overall_rating","RI"
"3",0,"Overall_rating","RI"
"4",0,"Overall_rating","RI"
"5",0,"Overall_rating","RI"
"Not Available",0,"Overall_rating","RI"
"Above the national average",0,"Mortality","RI"
"Below the national average",0,"Mortality","RI"
"Not Available",0,"Mortality","RI"
"Same as the national average",1,"Mortality","RI"
"Above the national average",0,"Safety_of_care","RI"
"Below the national average",1,"Safety_of_care","RI"
"Not Available",0,"Safety_of_care","RI"
"Same as the national average",0,"Safety_of_care","RI"
"Above the national average",0,"Readmission","RI"
"Below the national average",1,"Readmission","RI"
"Not Available",0,"Readmission","RI"
"Same as the national average",0,"Readmission","RI"
"Above the national average",0,"Patient_experience","RI"
"Below the national average",0,"Patient_experience","RI"
"Not Available",0,"Patient_experience","RI"
"Same as the national average",1,"Patient_experience","RI"
"Above the national average",0,"Effectiveness_of_Care","RI"
"Below the national average",0,"Effectiveness_of_Care","RI"
"Not Available",0,"Effectiveness_of_Care","RI"
"Same as the national average",1,"Effectiveness_of_Care","RI"
"Above the national average",0,"Timeliness_of_Care","RI"
"Below the national average",1,"Timeliness_of_Care","RI"
"Not Available",0,"Timeliness_of_Care","RI"
"Same as the national average",0,"Timeliness_of_Care","RI"
"Above the national average",0,"Medical_imaging","RI"
"Below the national average",0,"Medical_imaging","RI"
"Not Available",1,"Medical_imaging","RI"
"Same as the national average",0,"Medical_imaging","RI"
"Acute Care Hospitals",0.666666666666667,"Type","SC"
"Childrens",0,"Type","SC"
"Critical Access Hospitals",0.333333333333333,"Type","SC"
"Government - Federal",0,"Ownership","SC"
"Government - Hospital District or Authority",0,"Ownership","SC"
"Government - Local",0.222222222222222,"Ownership","SC"
"Government - State",0,"Ownership","SC"
"Physician",0,"Ownership","SC"
"Proprietary",0.111111111111111,"Ownership","SC"
"Tribal",0,"Ownership","SC"
"Voluntary non-profit - Church",0,"Ownership","SC"
"Voluntary non-profit - Other",0,"Ownership","SC"
"Voluntary non-profit - Private",0.666666666666667,"Ownership","SC"
"1",0,"Overall_rating","SC"
"2",0.111111111111111,"Overall_rating","SC"
"3",0.333333333333333,"Overall_rating","SC"
"4",0.111111111111111,"Overall_rating","SC"
"5",0,"Overall_rating","SC"
"Not Available",0.444444444444444,"Overall_rating","SC"
"Above the national average",0,"Mortality","SC"
"Below the national average",0,"Mortality","SC"
"Not Available",0.444444444444444,"Mortality","SC"
"Same as the national average",0.555555555555556,"Mortality","SC"
"Above the national average",0,"Safety_of_care","SC"
"Below the national average",0.111111111111111,"Safety_of_care","SC"
"Not Available",0.777777777777778,"Safety_of_care","SC"
"Same as the national average",0.111111111111111,"Safety_of_care","SC"
"Above the national average",0.111111111111111,"Readmission","SC"
"Below the national average",0.111111111111111,"Readmission","SC"
"Not Available",0.333333333333333,"Readmission","SC"
"Same as the national average",0.444444444444444,"Readmission","SC"
"Above the national average",0,"Patient_experience","SC"
"Below the national average",0.222222222222222,"Patient_experience","SC"
"Not Available",0.555555555555556,"Patient_experience","SC"
"Same as the national average",0.222222222222222,"Patient_experience","SC"
"Above the national average",0,"Effectiveness_of_Care","SC"
"Below the national average",0,"Effectiveness_of_Care","SC"
"Not Available",0.333333333333333,"Effectiveness_of_Care","SC"
"Same as the national average",0.666666666666667,"Effectiveness_of_Care","SC"
"Above the national average",0.333333333333333,"Timeliness_of_Care","SC"
"Below the national average",0,"Timeliness_of_Care","SC"
"Not Available",0.333333333333333,"Timeliness_of_Care","SC"
"Same as the national average",0.333333333333333,"Timeliness_of_Care","SC"
"Above the national average",0,"Medical_imaging","SC"
"Below the national average",0,"Medical_imaging","SC"
"Not Available",0.555555555555556,"Medical_imaging","SC"
"Same as the national average",0.444444444444444,"Medical_imaging","SC"
"Acute Care Hospitals",0.1,"Type","SD"
"Childrens",0.05,"Type","SD"
"Critical Access Hospitals",0.85,"Type","SD"
"Government - Federal",0,"Ownership","SD"
"Government - Hospital District or Authority",0,"Ownership","SD"
"Government - Local",0.05,"Ownership","SD"
"Government - State",0,"Ownership","SD"
"Physician",0.05,"Ownership","SD"
"Proprietary",0.1,"Ownership","SD"
"Tribal",0,"Ownership","SD"
"Voluntary non-profit - Church",0,"Ownership","SD"
"Voluntary non-profit - Other",0.15,"Ownership","SD"
"Voluntary non-profit - Private",0.65,"Ownership","SD"
"1",0,"Overall_rating","SD"
"2",0,"Overall_rating","SD"
"3",0,"Overall_rating","SD"
"4",0.1,"Overall_rating","SD"
"5",0.05,"Overall_rating","SD"
"Not Available",0.85,"Overall_rating","SD"
"Above the national average",0,"Mortality","SD"
"Below the national average",0,"Mortality","SD"
"Not Available",0.85,"Mortality","SD"
"Same as the national average",0.15,"Mortality","SD"
"Above the national average",0,"Safety_of_care","SD"
"Below the national average",0,"Safety_of_care","SD"
"Not Available",1,"Safety_of_care","SD"
"Same as the national average",0,"Safety_of_care","SD"
"Above the national average",0.2,"Readmission","SD"
"Below the national average",0.05,"Readmission","SD"
"Not Available",0.6,"Readmission","SD"
"Same as the national average",0.15,"Readmission","SD"
"Above the national average",0.15,"Patient_experience","SD"
"Below the national average",0,"Patient_experience","SD"
"Not Available",0.8,"Patient_experience","SD"
"Same as the national average",0.05,"Patient_experience","SD"
"Above the national average",0,"Effectiveness_of_Care","SD"
"Below the national average",0,"Effectiveness_of_Care","SD"
"Not Available",0.8,"Effectiveness_of_Care","SD"
"Same as the national average",0.2,"Effectiveness_of_Care","SD"
"Above the national average",0.1,"Timeliness_of_Care","SD"
"Below the national average",0,"Timeliness_of_Care","SD"
"Not Available",0.9,"Timeliness_of_Care","SD"
"Same as the national average",0,"Timeliness_of_Care","SD"
"Above the national average",0,"Medical_imaging","SD"
"Below the national average",0,"Medical_imaging","SD"
"Not Available",1,"Medical_imaging","SD"
"Same as the national average",0,"Medical_imaging","SD"
"Acute Care Hospitals",0.714285714285714,"Type","TN"
"Childrens",0.0476190476190476,"Type","TN"
"Critical Access Hospitals",0.238095238095238,"Type","TN"
"Government - Federal",0,"Ownership","TN"
"Government - Hospital District or Authority",0.142857142857143,"Ownership","TN"
"Government - Local",0.0952380952380952,"Ownership","TN"
"Government - State",0,"Ownership","TN"
"Physician",0.0476190476190476,"Ownership","TN"
"Proprietary",0.238095238095238,"Ownership","TN"
"Tribal",0,"Ownership","TN"
"Voluntary non-profit - Church",0.142857142857143,"Ownership","TN"
"Voluntary non-profit - Other",0.142857142857143,"Ownership","TN"
"Voluntary non-profit - Private",0.19047619047619,"Ownership","TN"
"1",0,"Overall_rating","TN"
"2",0.19047619047619,"Overall_rating","TN"
"3",0.19047619047619,"Overall_rating","TN"
"4",0.285714285714286,"Overall_rating","TN"
"5",0,"Overall_rating","TN"
"Not Available",0.333333333333333,"Overall_rating","TN"
"Above the national average",0,"Mortality","TN"
"Below the national average",0.0476190476190476,"Mortality","TN"
"Not Available",0.333333333333333,"Mortality","TN"
"Same as the national average",0.619047619047619,"Mortality","TN"
"Above the national average",0,"Safety_of_care","TN"
"Below the national average",0.0952380952380952,"Safety_of_care","TN"
"Not Available",0.857142857142857,"Safety_of_care","TN"
"Same as the national average",0.0476190476190476,"Safety_of_care","TN"
"Above the national average",0.285714285714286,"Readmission","TN"
"Below the national average",0.142857142857143,"Readmission","TN"
"Not Available",0.285714285714286,"Readmission","TN"
"Same as the national average",0.285714285714286,"Readmission","TN"
"Above the national average",0.142857142857143,"Patient_experience","TN"
"Below the national average",0.0476190476190476,"Patient_experience","TN"
"Not Available",0.428571428571429,"Patient_experience","TN"
"Same as the national average",0.380952380952381,"Patient_experience","TN"
"Above the national average",0,"Effectiveness_of_Care","TN"
"Below the national average",0.0952380952380952,"Effectiveness_of_Care","TN"
"Not Available",0.333333333333333,"Effectiveness_of_Care","TN"
"Same as the national average",0.571428571428571,"Effectiveness_of_Care","TN"
"Above the national average",0.380952380952381,"Timeliness_of_Care","TN"
"Below the national average",0.0476190476190476,"Timeliness_of_Care","TN"
"Not Available",0.238095238095238,"Timeliness_of_Care","TN"
"Same as the national average",0.333333333333333,"Timeliness_of_Care","TN"
"Above the national average",0.0952380952380952,"Medical_imaging","TN"
"Below the national average",0,"Medical_imaging","TN"
"Not Available",0.619047619047619,"Medical_imaging","TN"
"Same as the national average",0.285714285714286,"Medical_imaging","TN"
"Acute Care Hospitals",0.615384615384615,"Type","TX"
"Childrens",0.0879120879120879,"Type","TX"
"Critical Access Hospitals",0.296703296703297,"Type","TX"
"Government - Federal",0,"Ownership","TX"
"Government - Hospital District or Authority",0.32967032967033,"Ownership","TX"
"Government - Local",0.032967032967033,"Ownership","TX"
"Government - State",0.010989010989011,"Ownership","TX"
"Physician",0.0549450549450549,"Ownership","TX"
"Proprietary",0.296703296703297,"Ownership","TX"
"Tribal",0,"Ownership","TX"
"Voluntary non-profit - Church",0.0659340659340659,"Ownership","TX"
"Voluntary non-profit - Other",0.032967032967033,"Ownership","TX"
"Voluntary non-profit - Private",0.175824175824176,"Ownership","TX"
"1",0,"Overall_rating","TX"
"2",0.021978021978022,"Overall_rating","TX"
"3",0.197802197802198,"Overall_rating","TX"
"4",0.197802197802198,"Overall_rating","TX"
"5",0.0549450549450549,"Overall_rating","TX"
"Not Available",0.527472527472527,"Overall_rating","TX"
"Above the national average",0.010989010989011,"Mortality","TX"
"Below the national average",0.021978021978022,"Mortality","TX"
"Not Available",0.637362637362637,"Mortality","TX"
"Same as the national average",0.32967032967033,"Mortality","TX"
"Above the national average",0.0879120879120879,"Safety_of_care","TX"
"Below the national average",0,"Safety_of_care","TX"
"Not Available",0.868131868131868,"Safety_of_care","TX"
"Same as the national average",0.043956043956044,"Safety_of_care","TX"
"Above the national average",0.197802197802198,"Readmission","TX"
"Below the national average",0.0989010989010989,"Readmission","TX"
"Not Available",0.494505494505495,"Readmission","TX"
"Same as the national average",0.208791208791209,"Readmission","TX"
"Above the national average",0.274725274725275,"Patient_experience","TX"
"Below the national average",0.032967032967033,"Patient_experience","TX"
"Not Available",0.549450549450549,"Patient_experience","TX"
"Same as the national average",0.142857142857143,"Patient_experience","TX"
"Above the national average",0,"Effectiveness_of_Care","TX"
"Below the national average",0.021978021978022,"Effectiveness_of_Care","TX"
"Not Available",0.406593406593407,"Effectiveness_of_Care","TX"
"Same as the national average",0.571428571428571,"Effectiveness_of_Care","TX"
"Above the national average",0.230769230769231,"Timeliness_of_Care","TX"
"Below the national average",0.010989010989011,"Timeliness_of_Care","TX"
"Not Available",0.483516483516484,"Timeliness_of_Care","TX"
"Same as the national average",0.274725274725275,"Timeliness_of_Care","TX"
"Above the national average",0,"Medical_imaging","TX"
"Below the national average",0.0659340659340659,"Medical_imaging","TX"
"Not Available",0.824175824175824,"Medical_imaging","TX"
"Same as the national average",0.10989010989011,"Medical_imaging","TX"
"Acute Care Hospitals",0.25,"Type","UT"
"Childrens",0,"Type","UT"
"Critical Access Hospitals",0.75,"Type","UT"
"Government - Federal",0,"Ownership","UT"
"Government - Hospital District or Authority",0,"Ownership","UT"
"Government - Local",0.125,"Ownership","UT"
"Government - State",0,"Ownership","UT"
"Physician",0,"Ownership","UT"
"Proprietary",0.25,"Ownership","UT"
"Tribal",0,"Ownership","UT"
"Voluntary non-profit - Church",0,"Ownership","UT"
"Voluntary non-profit - Other",0,"Ownership","UT"
"Voluntary non-profit - Private",0.625,"Ownership","UT"
"1",0,"Overall_rating","UT"
"2",0,"Overall_rating","UT"
"3",0.125,"Overall_rating","UT"
"4",0.25,"Overall_rating","UT"
"5",0,"Overall_rating","UT"
"Not Available",0.625,"Overall_rating","UT"
"Above the national average",0,"Mortality","UT"
"Below the national average",0,"Mortality","UT"
"Not Available",1,"Mortality","UT"
"Same as the national average",0,"Mortality","UT"
"Above the national average",0,"Safety_of_care","UT"
"Below the national average",0,"Safety_of_care","UT"
"Not Available",0.875,"Safety_of_care","UT"
"Same as the national average",0.125,"Safety_of_care","UT"
"Above the national average",0.125,"Readmission","UT"
"Below the national average",0.125,"Readmission","UT"
"Not Available",0.625,"Readmission","UT"
"Same as the national average",0.125,"Readmission","UT"
"Above the national average",0.375,"Patient_experience","UT"
"Below the national average",0,"Patient_experience","UT"
"Not Available",0.625,"Patient_experience","UT"
"Same as the national average",0,"Patient_experience","UT"
"Above the national average",0,"Effectiveness_of_Care","UT"
"Below the national average",0,"Effectiveness_of_Care","UT"
"Not Available",0.5,"Effectiveness_of_Care","UT"
"Same as the national average",0.5,"Effectiveness_of_Care","UT"
"Above the national average",0,"Timeliness_of_Care","UT"
"Below the national average",0,"Timeliness_of_Care","UT"
"Not Available",0.375,"Timeliness_of_Care","UT"
"Same as the national average",0.625,"Timeliness_of_Care","UT"
"Above the national average",0,"Medical_imaging","UT"
"Below the national average",0,"Medical_imaging","UT"
"Not Available",0.875,"Medical_imaging","UT"
"Same as the national average",0.125,"Medical_imaging","UT"
"Acute Care Hospitals",0.75,"Type","VA"
"Childrens",0.0625,"Type","VA"
"Critical Access Hospitals",0.1875,"Type","VA"
"Government - Federal",0,"Ownership","VA"
"Government - Hospital District or Authority",0,"Ownership","VA"
"Government - Local",0,"Ownership","VA"
"Government - State",0.0625,"Ownership","VA"
"Physician",0,"Ownership","VA"
"Proprietary",0.0625,"Ownership","VA"
"Tribal",0,"Ownership","VA"
"Voluntary non-profit - Church",0,"Ownership","VA"
"Voluntary non-profit - Other",0.1875,"Ownership","VA"
"Voluntary non-profit - Private",0.6875,"Ownership","VA"
"1",0,"Overall_rating","VA"
"2",0.0625,"Overall_rating","VA"
"3",0.3125,"Overall_rating","VA"
"4",0.4375,"Overall_rating","VA"
"5",0.0625,"Overall_rating","VA"
"Not Available",0.125,"Overall_rating","VA"
"Above the national average",0,"Mortality","VA"
"Below the national average",0,"Mortality","VA"
"Not Available",0.1875,"Mortality","VA"
"Same as the national average",0.8125,"Mortality","VA"
"Above the national average",0.0625,"Safety_of_care","VA"
"Below the national average",0,"Safety_of_care","VA"
"Not Available",0.875,"Safety_of_care","VA"
"Same as the national average",0.0625,"Safety_of_care","VA"
"Above the national average",0.3125,"Readmission","VA"
"Below the national average",0.25,"Readmission","VA"
"Not Available",0.125,"Readmission","VA"
"Same as the national average",0.3125,"Readmission","VA"
"Above the national average",0.3125,"Patient_experience","VA"
"Below the national average",0,"Patient_experience","VA"
"Not Available",0.125,"Patient_experience","VA"
"Same as the national average",0.5625,"Patient_experience","VA"
"Above the national average",0,"Effectiveness_of_Care","VA"
"Below the national average",0,"Effectiveness_of_Care","VA"
"Not Available",0.125,"Effectiveness_of_Care","VA"
"Same as the national average",0.875,"Effectiveness_of_Care","VA"
"Above the national average",0.25,"Timeliness_of_Care","VA"
"Below the national average",0,"Timeliness_of_Care","VA"
"Not Available",0.125,"Timeliness_of_Care","VA"
"Same as the national average",0.625,"Timeliness_of_Care","VA"
"Above the national average",0,"Medical_imaging","VA"
"Below the national average",0,"Medical_imaging","VA"
"Not Available",0.25,"Medical_imaging","VA"
"Same as the national average",0.75,"Medical_imaging","VA"
"Acute Care Hospitals",0,"Type","VT"
"Childrens",0,"Type","VT"
"Critical Access Hospitals",1,"Type","VT"
"Government - Federal",0,"Ownership","VT"
"Government - Hospital District or Authority",0,"Ownership","VT"
"Government - Local",0,"Ownership","VT"
"Government - State",0,"Ownership","VT"
"Physician",0,"Ownership","VT"
"Proprietary",0,"Ownership","VT"
"Tribal",0,"Ownership","VT"
"Voluntary non-profit - Church",0,"Ownership","VT"
"Voluntary non-profit - Other",0,"Ownership","VT"
"Voluntary non-profit - Private",1,"Ownership","VT"
"1",0,"Overall_rating","VT"
"2",0.333333333333333,"Overall_rating","VT"
"3",0,"Overall_rating","VT"
"4",0.333333333333333,"Overall_rating","VT"
"5",0,"Overall_rating","VT"
"Not Available",0.333333333333333,"Overall_rating","VT"
"Above the national average",0,"Mortality","VT"
"Below the national average",0,"Mortality","VT"
"Not Available",0,"Mortality","VT"
"Same as the national average",1,"Mortality","VT"
"Above the national average",0,"Safety_of_care","VT"
"Below the national average",0,"Safety_of_care","VT"
"Not Available",1,"Safety_of_care","VT"
"Same as the national average",0,"Safety_of_care","VT"
"Above the national average",0.333333333333333,"Readmission","VT"
"Below the national average",0.333333333333333,"Readmission","VT"
"Not Available",0,"Readmission","VT"
"Same as the national average",0.333333333333333,"Readmission","VT"
"Above the national average",0.666666666666667,"Patient_experience","VT"
"Below the national average",0,"Patient_experience","VT"
"Not Available",0.333333333333333,"Patient_experience","VT"
"Same as the national average",0,"Patient_experience","VT"
"Above the national average",0,"Effectiveness_of_Care","VT"
"Below the national average",0,"Effectiveness_of_Care","VT"
"Not Available",1,"Effectiveness_of_Care","VT"
"Same as the national average",0,"Effectiveness_of_Care","VT"
"Above the national average",0,"Timeliness_of_Care","VT"
"Below the national average",0,"Timeliness_of_Care","VT"
"Not Available",1,"Timeliness_of_Care","VT"
"Same as the national average",0,"Timeliness_of_Care","VT"
"Above the national average",0,"Medical_imaging","VT"
"Below the national average",0,"Medical_imaging","VT"
"Not Available",1,"Medical_imaging","VT"
"Same as the national average",0,"Medical_imaging","VT"
"Acute Care Hospitals",0.142857142857143,"Type","WA"
"Childrens",0.0714285714285714,"Type","WA"
"Critical Access Hospitals",0.785714285714286,"Type","WA"
"Government - Federal",0,"Ownership","WA"
"Government - Hospital District or Authority",0.571428571428571,"Ownership","WA"
"Government - Local",0,"Ownership","WA"
"Government - State",0,"Ownership","WA"
"Physician",0,"Ownership","WA"
"Proprietary",0,"Ownership","WA"
"Tribal",0,"Ownership","WA"
"Voluntary non-profit - Church",0.142857142857143,"Ownership","WA"
"Voluntary non-profit - Other",0.142857142857143,"Ownership","WA"
"Voluntary non-profit - Private",0.142857142857143,"Ownership","WA"
"1",0,"Overall_rating","WA"
"2",0.0714285714285714,"Overall_rating","WA"
"3",0.285714285714286,"Overall_rating","WA"
"4",0.142857142857143,"Overall_rating","WA"
"5",0,"Overall_rating","WA"
"Not Available",0.5,"Overall_rating","WA"
"Above the national average",0,"Mortality","WA"
"Below the national average",0,"Mortality","WA"
"Not Available",0.5,"Mortality","WA"
"Same as the national average",0.5,"Mortality","WA"
"Above the national average",0,"Safety_of_care","WA"
"Below the national average",0.0714285714285714,"Safety_of_care","WA"
"Not Available",0.928571428571429,"Safety_of_care","WA"
"Same as the national average",0,"Safety_of_care","WA"
"Above the national average",0.214285714285714,"Readmission","WA"
"Below the national average",0,"Readmission","WA"
